player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
SeaYureka,4119,3.54,22.86,205847.91,140,32,0.39,77,55,108,2574.04,2613.84,321.47,0.6,1.31,2.73,7016.97,0,0.09,0,1470.34,0.55,382,30,0,0,84,0.22,7,12,7,9,12,3,0,33,2179.89,2179.89,1562.93,5049,247207.31,735167.99,982375.26,2149.15,5682.73,339.81,183,0,475,45005.66,0,3.37,21.57,327533.36,255,55,0.43,134,52.5,200,2524.37,2528.81,353.5,0.48,1.86,2.64,5534.63,0.25,0.01,0.02,1284.44,0.53,674,266,4,6,122,0.18,11,2,91,91,12,4,0,28,2083.91,2083.91,1382.05,5056,440245.3,971084.18,1411329.7,1821.68,4214.13,461.95,474,64,632,90142.25,383,2.78,20.76,426802.25,342,71,0.35,192,56.1,271,2926.61,2940.61,312.51,0.32,2.37,2.2,4767.39,0.42,0.01,0.01,1247.96,0.56,753,341,0,3,109,0.14,14,2,85,101,12,4,0,29,2183.58,2183.58,1238.71,3664,641781.88,988665.09,1630447.17,1939.77,3120.34,685.65,810,143,689,106879.38,671
threeBELL,119501,10,50,3001.31,2,1,1,1,50,1,1363.75,1213.3,580.45,2.5,4,5,6553.72,0,0,0,1500.66,0.5,10,0,0,0,5,0.5,0,0,10,10,7,1,0,1,1846.65,1846.65,1500.66,1133,6794.78,6312.66,13107.44,3397.39,3156.33,113.65,8,0,8,1160.9,0,3.81,17.24,66277.02,58,10,0.25,20,34.5,48,2198.08,2211.08,358.8,0.74,2.95,3.16,4650.73,0.22,0.02,0.03,1142.71,0.34,183,37,2,2,43,0.23,2,1,17,17,15,2,0,19,2193.69,2193.69,660.84,2784,106392.73,163349.58,269742.21,942.32,1580.94,315.33,171,13,108,20810.24,95,2.82,21.08,548304.8,389,82,0.3,274,70.4,307,2900.4,2919.55,300.42,0.5,3.83,2.23,6452.93,0.33,0.02,0.01,1409.52,0.7,867,342,2,3,193,0.22,13,7,2,25,11,4,0,35,2013.09,2013.09,1409.52,2416,927259.5,1582930,2510190,2383.7,4069.23,802.47,1488,128,697,116865.1,790
mcthesex,176602,1.85,9.45,755732.86,561,53,0.11,233,41.5,508,2943.07,2943.82,205.53,0.28,1.86,1.67,6543.32,0,0.06,0.01,1347.12,0.42,939,66,3,3,157,0.17,6,35,13,13,7,2,0,47,2289.94,2289.94,1458.28,3568,962214.09,2708587.19,3670801.28,2115.77,3564.93,376.92,1045,0,1465,115301.05,0,1.65,9.47,127411.99,95,9,0.19,49,51.6,86,2396.5,2393.54,207.62,0.32,2.15,1.49,6826.19,0.11,0.02,0.01,1341.18,0.52,142,36,0,1,30,0.21,1,2,23,56,9,3,0,22,2107.49,2107.49,1364.68,3220,164040.87,484447.26,648488.13,1930.92,4966.88,396.74,204,10,207,19724.31,83,1.74,11.36,61631.61,44,5,0.56,32,72.7,39,2499.04,2516.62,232.21,0.23,2.2,1.55,6030.99,0.36,0.02,0.02,1400.72,0.73,68,31,0,1,10,0.15,0,1,6,25,6,3,0,14,2173.98,2173.98,1625.78,3152,84966.91,180396.84,265363.74,2374.67,3776.58,255.7,97,16,91,10217.28,62
Gyeongwoon,7918,5,20,23631.06,15,3,0.3,10,66.7,12,2035.09,2007.02,438.95,0.8,3.13,4,6113.82,0,0.07,0,1575.4,0.67,60,2,0,0,12,0.2,0,1,3,6,11,2,0,9,1968.83,1968.83,1575.4,1695,27224.7,64482.57,91707.27,1814.98,4298.84,400.17,47,0,42,6584.18,0,2.3,8.33,81054.38,72,6,0.25,24,33.3,66,2001.29,2019.92,273.03,0.43,1.89,2.11,3734.25,0.25,0,0.01,1125.76,0.33,152,34,0,1,31,0.2,1,0,0,0,10,2,0,18,2189.55,2189.55,1125.76,1653,122806.3,146059.9,268866.2,1705.64,2028.61,299.6,136,18,108,19658.44,91,2.08,18.2,855931.01,632,115,0.63,449,71,517,2935.74,2946.26,249.08,0.28,2.73,1.7,5887.59,0.25,0.03,0.01,1354.32,0.71,1075,459,1,5,174,0.16,18,17,28,28,12,4,0,48,2180.07,2180.07,1579.07,3573,1116622.72,2604335.55,3720959.28,1779.79,5091.69,604.7,1725,157,989,157421.69,986
Rain1ng,46576,4.09,15.38,12580.82,13,2,0.17,3,23.1,11,1634.14,1620.3,347.25,1.15,1.23,3.46,4324.22,0,0.08,0,967.76,0.23,45,4,0,0,15,0.33,1,1,6,6,12,4,0,10,1913.89,1913.89,676.28,4329,21454.36,34760.46,56214.82,1060.58,2169.47,277.09,16,0,33,4514.26,0,3.8,23.43,261652.55,175,41,0.35,123,70.3,134,2657.35,2663.08,375.86,0.5,2.29,2.91,6070.75,0.22,0.03,0.02,1495.16,0.7,509,167,0,3,87,0.17,18,6,43,84,12,3,0,35,2178.87,2178.87,1375.96,3634,453451.03,608929.39,1062380.41,2270.75,3464.51,375.86,401,39,643,65776.04,303,2.74,15.27,777127.63,622,95,0.31,370,59.5,527,2924.07,2940.37,318.54,0.35,2.48,2.32,5110.36,0.36,0.03,0.04,1249.4,0.59,1446,473,1,27,218,0.15,39,17,86,180,12,4,0,69,2189.94,2189.94,1131.16,7950,1268548.16,1910097.54,3178645.74,1718.7,3013.54,931.93,1545,221,1600,198130.8,1313
i_Cloud,6491,3.11,9.68,29588.56,31,3,0.38,8,25.8,28,1986.27,1948.89,305.68,0.45,1.13,2.81,2790.76,0,0,0.1,954.47,0.26,87,3,3,3,14,0.16,4,0,4,4,11,3,0,20,1931.31,1931.31,954.47,1628,39714.55,46799.06,86513.61,1281.12,1509.65,298.52,35,0,61,9476.1,0,2.15,6.25,63114.34,64,4,0.21,19,29.7,60,2200.76,2204.26,251.14,0.28,2.64,2.02,3695.95,0.16,0,0,986.16,0.3,129,42,0,0,18,0.14,4,0,6,30,12,4,0,20,1950.39,1950.39,986.16,1819,105851.2,130689.5,236540.7,1653.93,2042.02,484.85,169,10,93,16072.79,90,2.56,25.46,776608.1,546,139,0.33,415,76,407,2974.22,2979.12,254.92,0.27,3.11,1.91,6122.63,0.38,0.02,0.01,1422.36,0.76,1043,510,1,5,150,0.14,47,9,13,13,10,4,0,42,2183.9,2183.9,1422.36,2490,1102670,2240284,3342954,2019.54,4103.08,416.26,1700,209,1298,139185,842
evermorelucky,16995,2.5,8.43,90137.31,83,7,0.37,19,22.9,76,2298.02,2304.96,276.95,0.6,1.47,2.29,3975.64,0,0,0,1085.99,0.23,190,14,0,0,50,0.26,1,0,9,9,10,3,0,13,2021.13,2021.13,1085.99,1892,141071.8,188906.4,329978.2,1699.66,2275.98,386.33,122,0,189,22987.05,0,2.39,12.41,141392.3,137,17,0.39,44,32.1,120,2240.91,2276.74,268.2,0.39,2.18,2.09,3768.96,0.12,0.01,0.01,1032.06,0.32,287,95,1,1,53,0.18,4,1,26,29,9,3,0,24,1966.5,1966.5,1032.06,1850,239428.7,276919.5,516348.2,1747.65,2021.31,374.5,299,16,279,36743.59,194,2.43,24,345828.1,250,60,0.34,179,71.6,190,2898.18,2909.08,261.9,0.38,2.72,1.84,5954.86,0.29,0,0,1383.31,0.72,461,220,0,0,96,0.21,11,0,1,7,10,4,0,27,2052.16,2052.16,1383.31,2424,569217.9,919497.8,1488716,2276.87,3677.99,449.74,681,72,593,65476.25,385
Joker666,11913,3.12,5.56,38513.81,36,2,0.22,9,25,34,2236.26,2250.77,292.79,0.58,1.72,2.94,3193.02,0,0.03,0,1069.83,0.25,106,2,0,0,21,0.2,0,1,13,14,11,2,0,17,1989.67,1989.67,1069.83,1844,57540.64,57408.04,114948.7,1598.35,1594.67,312.38,62,0,70,10540.27,0,2.37,5.56,53664.59,54,3,0.17,18,33.3,51,2046.22,2092.25,254.86,0.46,1.83,2.24,3661.95,0.11,0,0.02,993.79,0.33,121,24,1,1,25,0.21,1,0,9,19,10,2,0,18,1940.25,1940.25,993.79,1688,78563.52,119181.5,197745.1,1454.88,2207.06,306.15,99,6,95,13762.36,68,3.64,35.81,568403.3,377,135,0.43,311,82.5,242,2897.06,2897.93,288.2,0.48,2.7,2.34,7290.46,0.24,0.03,0.01,1507.7,0.82,882,357,0,3,180,0.2,23,10,15,15,11,4,0,35,2192.31,2192.31,1507.7,2430,892983.2,1855521,2748505,2368.66,4921.81,369.48,1017,91,910,108650.2,724
TreadstoneTW,151480,3.23,19.31,381023.71,259,50,0.19,133,51.4,209,2909.94,2932.12,289.25,0.58,4.16,2.61,5757.05,0,0,0.01,1471.13,0.51,675,47,3,3,151,0.22,9,0,25,31,10,3,0,39,2180.12,2180.12,1455.74,3533,550196.37,940879.25,1491075.71,1981.44,3021.93,495.63,1077,0,1091,74915.74,0,3.91,19.41,222549.22,170,33,0.54,90,52.9,137,2315.34,2422.51,374.2,0.67,2.45,3.15,4673.56,0.25,0.01,0.01,1309.11,0.53,535,118,1,1,114,0.21,5,2,62,118,14,4,0,35,1980.6,1980.6,1213.15,5536,365263.91,429240.87,794504.78,2099.09,2057.7,442.59,416,42,479,63613.95,293,4.02,32.91,340757.58,237,78,0.46,174,73.4,159,2473.62,2475.32,365.16,0.56,2.95,2.7,5464.21,0.24,0.03,0,1437.8,0.73,639,281,0,1,132,0.21,8,6,109,243,11,4,0,28,2179.08,2179.08,1397.81,7948,575336.41,719682,1295018.31,2316.99,2756.33,490.29,698,57,678,86542.27,539
D_VaGod,5112,5.75,0,6304.56,4,0,0,3,75,4,1407.06,1419.13,669.04,1.25,2.25,5.75,4416.09,0,0,0,1576.14,0.75,23,1,0,0,5,0.22,0,0,1,1,9,2,0,4,1888.07,1888.07,1576.14,1166,8890.51,8773.86,17664.37,2222.63,2193.46,263.89,9,0,15,2676.16,0,4.33,33.33,13676.35,9,3,0.25,7,77.8,6,1863.78,1806.82,350.65,0.56,3.33,2.89,6284.38,0.22,0,0,1519.59,0.78,26,7,0,0,5,0.19,0,0,9,9,10,2,0,4,1950.04,1950.04,1619.01,2637,20022.22,36537.2,56559.43,3021.82,3457.32,215.66,30,2,19,3155.88,12,2.57,27.37,507205.47,358,98,0.49,276,77.1,260,2911.64,2919.66,277.52,0.36,2.17,1.87,6122.97,0.26,0.01,0,1416.78,0.77,668,307,0,1,128,0.19,33,4,57,115,12,4,0,41,2193.07,2193.07,1313.88,5232,684640.97,1507380.57,2192022.15,1845.78,3284.28,317.48,776,93,598,99352.18,632
UrbanJacket,42572,2.23,9.09,74846.48,66,6,0.32,19,28.8,60,2464.89,2459.36,225.51,0.26,1.91,2.03,5143.18,0,0.03,0.02,1134.04,0.29,134,9,1,1,17,0.13,0,2,8,8,9,3,0,22,2174.73,2174.73,1134.04,2031,114368.6,225081.3,339449.9,1732.86,3410.32,298.96,126,0,149,14883.68,0,2.6,15.29,116655.8,85,13,0.27,48,56.5,72,2551.36,2585.86,290.76,0.38,3.64,2.2,6126.4,0.2,0,0,1372.42,0.56,187,55,0,0,32,0.17,2,0,9,72,8,3,0,25,1973.52,1973.52,1372.42,2124,174240.7,346503.2,520743.9,2049.89,4076.51,286.64,309,17,250,24714.61,109,2.08,25.73,245215,171,44,0.34,129,75.4,127,2873.77,2913.95,216.93,0.25,2.68,1.54,6376.82,0.22,0.01,0,1434.01,0.75,264,168,0,0,43,0.16,7,2,5,5,10,3,0,29,2176.27,2176.27,1434.01,2413,370955.3,719481.6,1090437,2169.33,4207.5,498.96,458,38,419,37095.27,207
CCCCCCCCA,149581,11.25,33.33,7955.75,6,2,0.67,3,50,4,1629.62,1472.74,783.81,1.83,2.5,7.5,6696.7,0,0,0,1325.96,0.5,45,3,0,0,11,0.24,1,0,8,8,14,2,0,4,1853.69,1853.69,1325.96,1341,11890.05,28290.16,40180.2,1981.67,4715.03,294.74,15,0,38,4702.87,0,10,50,2772.17,2,1,1,1,50,1,1347.64,1201.97,533.46,0.5,0,5,3385.16,0,0,0,1386.09,0.5,10,0,0,0,1,0.1,0,0,10,10,9,2,0,1,1952.85,1952.85,1386.09,1121,3439.48,3330.84,6770.32,1719.74,1665.42,170.54,0,0,5,1066.93,6,2.6,14.15,980298.4,756,107,0.22,487,64.4,649,2796.62,2933.4,317.65,0.41,3.42,2.23,4415.35,0.28,0,0.01,1296.69,0.64,1685,666,1,10,313,0.19,38,3,25,25,13,4,0,47,2190.8,2190.8,1296.69,2307,1651140,1686867,3338007,2184.05,2231.31,439.18,2582,208,1755,240141.3,1499
Panda-WangShaoye,182032,3.11,9.79,113264.49,143,14,0.26,27,18.9,129,2491.93,2547.4,328.12,0.85,1.51,2.8,2224.62,0,0.01,0.01,792.06,0.19,401,22,1,1,121,0.3,4,2,14,54,14,3,0,33,1991.63,1991.63,850.1,5209,167621.77,150498.76,318120.53,696.83,673,497.39,216,0,233,46920.51,0,3.31,11.82,97707.96,110,13,0.33,28,25.5,97,2148.3,2145.04,342.54,0.57,2.07,2.92,2754.63,0.22,0.01,0.05,888.25,0.25,321,80,4,5,63,0.2,6,1,19,24,15,2,0,28,2033.28,2033.28,971.33,3971,166747.01,136261.83,303008.84,1890.39,2102.29,367.6,228,24,198,37679.33,189,3.47,25.16,968046.02,767,193,0.26,480,62.6,574,2905.61,2908.45,332.44,0.43,2.73,2.6,4275.82,0.4,0.01,0.01,1262.12,0.63,1992,957,3,11,326,0.16,56,7,33,33,18,5,0,68,2197.47,2197.47,1016.93,7537,1734606.13,1544948.25,3279554.44,1704.74,1779.71,755.67,2095,307,1634,254984.25,1618
HunseockGiyomi,135262,3,5,14652.99,20,1,0.5,2,10,19,1491.55,1472,326.37,0.6,1.75,2.85,1931.6,0,0,0,732.65,0.1,57,1,0,0,12,0.21,0,0,2,10,17,3,0,8,1948.93,1948.93,732.65,1204,20122.72,18509.37,38632.09,1006.14,925.47,333.79,35,0,29,6527.5,0,2.19,3.28,122457,122,4,0.14,29,23.8,118,2264.78,2252.72,259.85,0.52,1.48,2.11,3524.57,0.14,0.01,0.02,1003.75,0.24,258,40,0,3,64,0.25,6,1,2,16,9,5,0,25,1966.8,1966.8,1003.75,1886,180980,249017.7,429997.8,1483.44,2041.13,379.31,180,17,248,31702.17,139,2.15,17.39,441589.57,345,60,0.09,214,62,285,2912.92,2912.53,221.97,0.3,2.31,1.77,5263.89,0.25,0.01,0.03,1279.97,0.62,612,211,1,10,102,0.17,20,3,26,26,10,3,0,37,2192.18,2192.18,1560.6,4568,611880.61,1204160.9,1816040.7,2446.84,4468.07,415.67,797,86,761,76579.33,468
Meluke,25386,3.12,3.85,23442.44,26,1,0.33,2,7.7,25,1656.24,1621.01,334.77,0.81,1.15,3,3200.93,0,0.08,0.04,901.63,0.08,78,2,1,1,21,0.27,1,2,13,28,13,3,0,17,1870.49,1870.49,803.38,3418,34541.76,48682.5,83224.26,1219.77,1267.14,393.55,30,0,31,8703.92,0,4.31,23.81,57585.74,42,10,0.66,27,64.3,32,1995.78,1942.88,423.04,0.74,3.5,3.29,6072.18,0.19,0,0.02,1371.09,0.64,138,39,0,1,31,0.22,2,0,18,18,10,2,0,11,1935.02,1935.02,1625.18,2874,81470.68,173560.71,255031.37,2237.36,4452.79,595.55,147,8,117,17767.87,94,5.24,50.53,460202.88,285,144,0.4,248,87,141,2905.46,2901.91,375.27,0.41,3.28,2.59,6681.37,0.45,0.02,0.01,1614.75,0.87,739,482,0,3,118,0.16,18,6,17,29,10,4,0,46,2361.18,2361.18,1336.3,5638,613684.23,1290505.56,1904189.79,2310.19,2887.68,529.63,934,127,688,106952.9,640
SurplusHuman,4455,5.86,22.22,10814.52,9,2,0.5,4,44.4,7,1668.06,1664.44,454.21,1.33,2.33,4.56,2843.15,0,0,0,1201.61,0.44,41,2,0,0,12,0.29,1,0,1,27,13,2,0,6,2129.41,2129.41,1201.61,1374,14649.29,10939.1,25588.39,1627.7,1215.46,278.89,21,0,27,4087.86,0,2.41,5.81,87165.55,86,5,0.28,18,20.9,81,2058.01,2019.4,276.76,0.37,1.95,2.27,2833.51,0.21,0,0,1013.55,0.21,195,33,0,0,32,0.16,3,0,8,13,11,3,0,20,2052.75,2052.75,1013.55,1684,110334.9,133346.9,243681.8,1282.96,1550.55,363.15,168,18,161,23801.04,113,2.07,16.11,448780.88,329,53,0.08,236,71.7,276,2883.71,2913.86,252.5,0.29,2.8,1.74,5423.05,0.29,0.01,0.02,1364.08,0.72,572,217,1,7,95,0.17,21,3,23,23,9,4,0,43,2175.88,2175.88,954.17,4438,619103.1,1165082.46,1784184.96,1069.92,1980.78,457,921,94,821,83071.99,482
Jembty,27789,4.77,13.73,49055.31,51,7,0.5,14,27.5,44,1905.22,2030.05,460.75,1.18,2.33,4.12,3649.25,0,0.02,0,961.87,0.27,210,9,0,0,60,0.29,0,1,3,3,15,2,0,14,1956.33,1956.33,961.87,1539,111911.6,74200.34,186111.9,2194.34,1454.91,376.03,119,0,127,23498.43,0,3.85,17.5,31468.6,40,7,0.44,8,20,33,1846.83,1774.99,378.44,0.65,1.23,3.18,2501,0.25,0,0.02,786.72,0.2,127,18,0,1,26,0.2,1,0,1,4,11,3,0,9,1920.1,1920.1,589.79,2477,58345.68,41694.16,100039.83,1049.17,614.34,339.26,49,10,43,15137.79,73,7.69,47.93,735053.2,482,231,0.58,402,83.4,251,2884.73,2899.36,489.21,0.74,3.04,4.01,6248.25,0.27,0.03,0.01,1525.01,0.83,1931,638,1,3,359,0.19,27,13,37,137,14,4,0,55,2183.84,2183.84,1469.31,4665,1200942.7,1810714.5,3011658.1,2303.6,3523.51,1586.04,1467,130,1241,235799.89,1527
Condemn,31408,2,2.44,44457.55,41,1,0.06,16,39,40,2204.07,2215.52,247.48,0.59,1.22,1.95,3418.07,0,0,0.02,1084.33,0.39,80,11,1,1,24,0.3,1,0,0,0,7,2,0,18,1965.57,1965.57,1084.33,1820,69528.2,70612.64,140140.8,1695.81,1722.26,289.3,50,0,106,10146.57,0,2.52,4.55,51896.64,44,2,0.06,17,38.6,42,2199.79,2197.15,298.7,0.52,2,2.41,3922.32,0.05,0,0.09,1179.47,0.39,106,22,1,4,23,0.22,3,0,2,27,10,3,0,11,1987.73,1987.73,1211.89,2831,73870.39,98711.71,172582.11,2130.94,2275.54,286.88,88,2,105,13142.98,73,2.39,19.85,929328.43,670,133,0.09,478,71.3,537,2964.05,2976.87,264.89,0.39,1.41,1.92,5832.52,0.29,0.02,0.01,1387.06,0.71,1285,497,1,9,259,0.2,19,16,40,40,11,4,0,46,2189.88,2189.88,1297.93,4516,1394795.06,2512996.43,3907791.48,1857.95,1503.76,531.99,945,195,1687,177473.56,1103
tjwzsp,142395,2.47,9.96,268094.67,241,24,0.22,68,28.2,217,2788.36,2782.48,254.69,0.46,2.9,2.22,4114.08,0,0.02,0,1112.43,0.28,536,43,0,0,112,0.21,16,6,22,60,13,2,0,59,2041.59,2041.59,966.28,6101,424848.72,566644.75,991493.44,1582.19,2165.55,438.67,699,0,725,61380.74,0,4.58,23.71,127194.89,97,23,0.31,52,53.6,74,2176.85,2181.96,408.18,0.88,2.93,3.49,4650.26,0.34,0.01,0.02,1311.29,0.54,339,86,1,2,85,0.25,9,1,59,178,19,3,0,21,2180,2180,1314.82,4502,185045.36,266029.76,451075.12,2050.81,2061.65,411.17,284,33,350,39593.81,174,3.11,18.92,881627.35,650,123,0.39,448,68.9,527,2940.93,2939.44,327.12,0.4,4.11,2.52,4847.14,0.39,0.03,0.02,1356.35,0.69,1641,626,5,14,263,0.16,44,17,55,89,12,5,0,61,2189.89,2189.89,1358.32,8179,1314353.93,1836284.24,3150638.18,2072.25,2460.66,2558.47,2672,255,1810,212630.01,1333
DalGoNa,33012,1.65,5.56,62570.28,54,3,0.19,16,29.6,51,2186.1,2181.02,181.03,0.22,2.96,1.56,3325.51,0,0.02,0,1158.71,0.3,84,3,0,0,12,0.14,1,1,2,2,8,2,0,19,2069.96,2069.96,1158.71,1821,84171.22,95406.48,179577.7,1558.73,1766.79,454.84,160,0,128,9775.58,0,3.92,25,25903.78,16,4,0.4,10,62.5,12,1913.57,1875.36,314.1,0.69,2.19,2.94,5485.81,0.19,0,0,1618.99,0.62,47,19,0,0,11,0.23,1,0,4,19,9,2,0,5,2173.56,2173.56,1618.99,1599,33560.44,54212.58,87773.02,2097.53,3388.29,217.48,35,3,61,5025.55,23,1.23,8.41,1065998,832,70,0.14,513,61.7,762,2884.96,2926.95,169.38,0.16,2.01,1.13,4856.04,0.22,0.01,0.02,1281.25,0.62,937,382,5,14,129,0.14,32,8,9,9,7,4,0,46,2191.67,2191.67,1281.25,2421,1472572,2567657,4040229,1769.92,3086.13,452.99,1670,185,1989,140924.6,844
whoai,8313,4.32,19.15,61460.38,47,9,0.22,21,44.7,38,1841.76,1830.3,365.33,0.68,1.49,3.49,4401.74,0,0.09,0.02,1307.67,0.45,164,5,1,1,32,0.2,2,4,21,39,12,2,0,29,2181.4,2181.4,931.57,5088,73447.71,133434.18,206881.94,1122.56,1819.83,241.15,70,0,132,17170.6,0,2.37,5.31,112229.91,113,6,0.21,30,26.5,107,2007.02,2053.67,294.04,0.31,1.44,2.25,3148.21,0.14,0.02,0.02,993.19,0.27,254,33,2,2,35,0.14,1,2,15,36,10,2,0,39,1974.8,1974.8,994.64,2995,127590.48,228157.3,355747.6,1132.32,2021.28,440.15,163,16,197,33226.95,167,2.07,16.67,376674.63,270,45,0.21,191,70.7,225,2926.81,2926.46,231.02,0.25,1.89,1.72,5858.17,0.29,0.01,0.02,1395.09,0.71,465,158,2,6,67,0.14,7,2,37,55,12,4,0,50,2198.02,2198.02,1264.69,3819,473652.42,1108053.69,1581706.4,1635.03,3170.21,395.99,509,79,652,62376.49,394
YapHunter,42246,1.75,3.17,82072.85,63,2,0.11,19,30.2,61,2322.49,2332.34,195.64,0.25,1.27,1.7,4829.73,0,0,0,1302.74,0.3,107,3,0,0,16,0.15,1,0,0,0,7,2,0,30,2188.8,2188.8,1302.74,1930,109826.9,194446.4,304273.3,1743.28,3086.45,326.45,80,0,171,12325.22,0,1.61,5.73,228210.4,192,11,0.15,72,37.5,181,2434.33,2424.41,205.91,0.28,1.64,1.52,5939.08,0.14,0.01,0.01,1188.6,0.38,292,60,0,1,54,0.18,2,2,8,8,12,3,0,37,1994.04,1994.04,1188.6,2011,305614.8,834688.6,1140303,1591.74,4347.34,341.65,315,27,418,39535.65,189,1.64,11.59,647426.12,483,56,0.09,321,66.5,427,2848.57,2902.27,216.35,0.2,2.19,1.45,6597.23,0.19,0.02,0.02,1340.43,0.66,701,258,6,11,95,0.14,27,8,9,9,8,5,0,46,2181.17,2181.17,1355.14,3400,822814.6,2363648.08,3186462.78,1734.06,6529.48,402.39,1058,93,1217,104496.3,630
AceAcephd,14234,2.26,18.18,427852.56,286,52,0.44,157,54.9,234,2967.09,2963.69,211.89,0.33,1.94,1.85,6780.48,0,0.03,0,1495.99,0.55,530,31,1,1,95,0.18,14,8,29,29,7,2,0,30,2188.34,2188.34,1220.4,4714,578048.07,1361169.27,1939216.94,1450.88,3340.51,340.29,554,0,791,60600.11,0,2.09,8.78,137284.5,148,13,0.32,41,27.7,135,2434.88,2418.69,235.03,0.36,1.84,1.91,3376.41,0.21,0.02,0.01,927.6,0.28,282,48,2,2,54,0.19,6,3,22,22,10,4,0,22,2179.44,2179.44,927.6,2027,175664.7,324044.8,499709.4,1186.92,2189.49,377.29,273,31,219,34785.09,168,2.35,14.5,359462.5,338,49,0.32,154,45.6,289,2535.91,2546.12,271.23,0.33,2.46,2.01,3722.88,0.32,0.01,0.04,1063.5,0.46,680,170,7,13,110,0.16,16,4,3,38,11,4,0,33,2184.22,2184.22,1063.5,2083,511317.4,747017.3,1258335,1512.77,2210.11,373.99,830,108,583,91674.61,632
misosoo,18360,4.33,25,6051.74,4,1,0.33,3,75,3,1447.37,1446.08,350.79,1,0.5,3.25,6637.87,0,0.25,0,1512.93,0.75,13,0,0,0,4,0.31,0,1,0,6,6,1,0,4,1887.32,1887.32,1512.93,1203,8654.52,17896.98,26551.49,2163.63,4474.24,114.85,2,0,16,1403.18,0,4.25,33.33,15980.93,12,4,0.57,7,58.3,8,1716.99,1743.95,325.49,0.75,0.75,2.83,5009.56,0.17,0.08,0.08,1331.74,0.58,34,9,0,1,9,0.26,0,1,1,1,10,2,0,4,1921.16,1921.16,1331.74,1443,22115.33,37999.38,60114.7,1842.94,3166.62,169.52,9,2,22,3905.87,19,2.27,18.65,569033.8,429,80,0.26,308,71.8,349,2929.55,2935.36,245.54,0.32,2.14,1.85,5768.32,0.23,0.03,0.02,1326.42,0.72,793,261,2,8,139,0.18,34,14,8,8,13,5,0,39,2188.1,2188.1,1326.42,2448,721782.9,1752828,2474611,1682.48,4085.85,726.23,918,97,836,105337.1,680
