player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
PandaTV-Tongk,142394,3.12,6.03,106330.23,116,7,0.36,24,20.7,109,2125.14,2084.28,325.38,0.81,1.38,2.93,2877.85,0,0,0,916.64,0.21,340,12,0,0,94,0.28,0,0,21,100,12,3,0,27,2185.73,2185.73,939.83,5394,219813.08,114017.81,333830.88,1986.97,1105.19,402.96,160,0,242,37744.5,0,3.79,11.46,95740.77,96,11,0.28,32,33.3,85,2286.7,2170.97,414.17,0.82,1.79,3.35,3760.61,0.21,0.02,0.03,997.3,0.33,322,86,3,3,79,0.25,5,2,55,96,15,3,0,24,2036.19,2036.19,983.76,3183,196910.78,164107.38,361018.3,1987.67,1727.87,581.06,172,20,223,39760.23,190,3.83,27.44,1206308.02,933,256,0.36,605,64.8,677,3073.72,3067.87,366.11,0.55,2.8,2.78,4553.95,0.37,0,0.02,1292.93,0.65,2592,1295,3,19,517,0.2,47,4,53,70,15,5,0,65,2197.47,2197.47,1146.75,7708,2453718.02,1795121.84,4248839.76,2191.49,2357.04,971.82,2616,341,2379,341578.55,2198
Benny-_-,16256,1.2,1.19,232995.54,335,4,0.06,33,9.9,331,2335.96,2410.55,144.5,0.24,1.21,1.18,2066.09,0,0.02,0.01,695.51,0.1,396,17,3,3,82,0.21,3,6,6,9,8,3,0,43,1959.43,1959.43,838.94,2934,313103.91,379037.02,692140.93,1276.77,1972.2,343.82,406,0,332,48406.91,0,1.35,3.19,226398.88,282,9,0.05,60,21.3,273,2128.36,2230.52,172.81,0.24,1.46,1.3,2546.09,0.19,0.02,0.02,802.83,0.21,368,74,3,5,69,0.19,7,5,5,19,11,3,0,35,2191.55,2191.55,726.25,3749,314380.9,403615.5,717996.4,1153,483.95,319.36,413,53,348,48731.29,232,1.64,18.5,851377.05,638,118,0.4,439,68.8,520,2994.5,3013.99,197.61,0.19,2.24,1.34,5112.27,0.29,0.01,0.01,1334.45,0.69,852,432,2,6,122,0.14,44,8,9,38,10,4,0,64,2190.49,2190.49,1115.25,6278,1037534.91,2224095.54,3261630.99,1442.27,2484.46,436.7,1431,186,1142,126076.78,752
PanDaTV_Karl,142401,4.46,10.34,91380.4,87,9,0.45,25,28.7,78,2172.29,2185.98,436.99,1.03,1.92,4,5350.69,0,0.14,0,1050.35,0.29,348,16,0,0,90,0.26,1,12,18,42,15,3,0,22,2022.69,2022.69,1022.25,3902,171399.74,294109.95,465509.69,1928.81,2707.02,601.15,167,0,238,38018.21,0,4.73,24.49,56376.59,49,12,0.52,18,36.7,37,2315.49,2339.9,441.51,0.76,1.98,3.57,5616.87,0.37,0.06,0,1150.54,0.37,175,49,0,0,37,0.21,0,3,39,77,13,4,0,16,1981.47,1981.47,1127.04,3150,89770.83,185455.73,275226.52,1765.04,3774.46,421.17,97,18,116,21633.76,105,4.62,27.42,1102487.73,828,227,0.35,548,66.2,601,3008.56,3004.57,402.14,0.65,3.22,3.35,4884.12,0.5,0.01,0.02,1331.51,0.66,2774,1190,3,16,535,0.19,63,12,58,110,17,4,0,59,2190.4,2190.4,972.83,7746,2165263.71,1878784.23,4044047.95,1815.85,1407.37,710.15,2667,417,2044,332970.41,2187
homeboye,46547,2.6,5.56,71910.46,72,4,0.06,20,27.8,68,2480.35,2462.69,290.98,0.5,1.58,2.46,3444.3,0,0.06,0.01,998.76,0.28,177,11,1,1,36,0.2,2,4,78,78,10,2,0,16,2033.95,2033.95,777.27,5086,90663.46,157326.08,247989.58,877.32,1368.98,228.39,114,0,131,20950.58,0,2.47,12.82,102923.82,78,10,0.41,37,47.4,68,2281.74,2288.37,262.97,0.31,2.05,2.15,5708.88,0.21,0,0,1319.54,0.47,168,32,0,0,24,0.14,6,0,26,26,11,3,0,17,1975.37,1975.37,1380.74,4135,116857.79,328434.75,445292.64,1385.27,3989.61,483.61,160,16,159,20511.27,84,2.22,27.52,626104.7,436,120,0.23,335,76.8,316,2971.3,3003.62,221.57,0.23,1.93,1.61,6391.94,0.27,0.01,0.01,1436.02,0.77,701,300,1,4,100,0.14,26,6,13,66,11,4,0,41,2172.75,2172.75,919.98,5837,722933.46,2063950.51,2786884.17,1256.33,1690.35,462.32,840,117,839,96604.62,553
YUPPIEE,4486,3.6,13.04,30996.86,23,3,0.67,7,30.4,20,1978,1958.15,327.68,1.13,1.65,3.13,4829.43,0,0,0,1347.69,0.3,72,1,0,0,26,0.36,0,0,9,17,7,2,0,16,1970.47,1970.47,1369.84,2740,48791.78,62285.05,111076.82,2176.29,4313.64,330.07,38,0,65,7536.64,0,3.08,21.48,186383.5,135,29,0.38,77,57,106,2324.07,2309.67,297.09,0.5,2.3,2.41,5745.99,0.15,0.01,0.01,1380.62,0.57,326,112,0,1,68,0.21,2,1,4,12,10,3,0,20,2186.89,2186.89,1380.62,1940,263667.8,512041,775708.8,1953.09,3792.9,386.47,310,20,318,40107.62,181,3.48,39.78,420718.59,269,107,0.56,233,86.6,162,2989.82,2987.12,242.85,0.29,2.62,2.09,7491.81,0.26,0.01,0,1564.01,0.87,563,262,0,1,79,0.14,18,4,23,23,9,4,0,34,2190.74,2190.74,1544.79,3789,623788.64,1391507.33,2015296.77,2354.22,5138.15,519.68,704,71,602,65327.24,436
Doomhammer,6931,5,33.33,3638.01,3,1,1,1,33.3,2,1315.49,1346.27,370.65,0.67,0.67,3.33,3343.21,0,0,0,1212.67,0.33,10,1,0,0,2,0.2,0,0,0,0,10,1,0,2,1878.16,1878.16,1212.67,1096,2841.64,7188.01,10029.64,947.21,2396,125.66,2,0,7,1111.94,0,4.55,28.57,36537.31,28,8,0.31,13,46.4,20,2151.07,2178.16,399.93,0.61,0.86,3.25,5197.92,0.07,0,0,1304.9,0.46,91,17,0,0,17,0.19,3,0,4,6,9,2,0,15,1972.66,1972.66,998.94,2801,40387.91,105153.78,145541.71,1318.88,2892.77,569.74,24,2,71,11198.13,43,4.86,44.41,517227.1,322,143,0.53,271,84.2,179,3011.01,3010.37,367.73,0.43,1.52,2.7,7772.73,0.39,0.03,0.02,1606.3,0.84,870,471,0,5,137,0.16,41,9,27,27,10,4,0,43,2185.65,2185.65,1606.3,2517,630552.1,1872267,2502820,1958.24,5814.5,1001.9,488,126,1044,118409.8,680
DinghisKhan,3833,3.35,23.03,246771.12,165,38,0.22,86,52.1,127,2840.73,2829.19,319.88,0.5,1.68,2.58,7336.99,0,0.1,0,1495.58,0.52,425,41,0,0,82,0.19,13,17,24,24,9,4,0,20,2195.87,2195.87,1034.83,3359,278988.7,931615.1,1210603.5,1223.54,2840.29,442.07,278,0,472,52780.42,0,4.87,33.33,87214.92,57,19,0.49,39,68.4,38,2599.04,2617.34,421,0.53,2.47,3.25,6552.22,0.26,0.02,0,1530.09,0.68,185,57,0,0,30,0.16,7,1,12,12,10,3,0,11,2016.95,2016.95,1530.09,2170,110050.6,263426.3,373476.8,1930.71,4621.51,363.62,141,15,181,23996.77,111,3.93,41,462896.69,300,123,0.26,239,79.7,177,3002.73,3005.95,336.78,0.35,3.11,2.32,6547.07,0.29,0.03,0.02,1542.99,0.8,695,387,1,6,104,0.15,21,8,11,11,12,4,0,26,2176.05,2176.05,1457.48,3513,650411.22,1313710.98,1964121.9,1717.99,5487.29,496.55,933,88,655,101034.3,606
YoonRoot,4404,5.06,18.46,87214.43,65,12,0.49,29,44.6,53,2331.6,2342.39,460.9,1.2,1.66,4.12,5780.64,0,0.11,0,1341.76,0.45,268,7,0,0,78,0.29,5,7,22,31,14,3,0,16,2173.68,2173.68,1460.38,3448,100044.87,275697.07,375741.9,1619.45,4658.91,372.23,108,0,248,29958.4,0,5.29,32.47,110738.7,77,25,0.52,48,62.3,52,2571.36,2590.82,452.81,0.99,1.91,3.57,6388.62,0.44,0.1,0.01,1438.16,0.62,275,77,1,1,76,0.28,6,8,9,9,16,4,0,16,2020.32,2020.32,1438.16,2141,142308.1,349615.5,491923.6,1848.16,4540.46,761.41,147,34,219,34866.6,155,4.5,35.21,398456.08,267,94,0.24,205,76.8,173,3032.74,3028.9,389.18,0.61,2.12,2.92,6409.82,0.45,0.01,0,1492.34,0.77,779,322,0,1,163,0.21,19,2,53,53,12,4,0,28,2193.25,2193.25,1288.8,3645,541037.06,1170384.39,1711422.05,1843.02,3272.59,610.58,566,120,650,103910.13,714
3N1GmA,19925,6.6,37.5,20927.23,16,6,0.86,7,43.8,10,2088.75,2091.43,422.42,1.69,1.25,4.12,4771.72,0,0.06,0,1307.95,0.44,66,4,0,0,27,0.41,3,1,27,27,10,1,0,6,1959.46,1959.46,1307.95,1730,34591.29,41756.23,76347.52,2161.96,2609.76,245.48,20,0,58,6758.8,0,3.31,21.5,139488.68,107,23,0.21,56,52.3,84,2469.75,2509.94,302.66,0.64,1.78,2.6,5611.92,0.31,0.03,0.01,1303.63,0.52,278,77,0,1,69,0.25,10,3,11,11,10,3,0,27,2188.9,2188.9,1086.67,3056,220449.82,380025.6,600475.43,1521.63,3594.61,396.52,190,33,314,32384.13,154,3.9,37.94,434329.2,282,107,0.45,240,85.1,175,2998.38,3003.62,285.93,0.48,2.21,2.42,7249.52,0.39,0.04,0.01,1540.17,0.85,682,301,0,4,135,0.2,27,12,18,119,11,4,0,32,2189.08,2189.08,1540.17,2506,614751.8,1429614,2044366,2179.97,5069.55,548.12,623,111,889,80631.02,516
synthtail,6455,2.49,4.44,45916.37,45,2,0.18,11,24.4,43,2216.46,2191.98,285.22,0.58,1.04,2.38,3559.85,0,0.02,0.04,1020.36,0.24,107,5,2,2,26,0.24,1,1,4,24,11,1,0,27,2117.69,2117.69,1020.36,1827,64516.89,95676.41,160193.3,1433.71,2126.14,344.96,47,0,81,12834.82,0,2.27,3.51,49441.72,57,2,0.14,14,24.6,55,2175.11,2158.06,294.55,0.37,1.61,2.19,3046.64,0.26,0,0,867.4,0.25,125,26,0,0,21,0.17,0,0,1,1,14,3,0,15,1978.24,1978.24,867.4,1800,77090.05,96568.23,173658.3,1352.46,1694.18,230.56,92,15,75,16789.39,75,2.39,17.91,779638.82,564,101,0.3,402,71.3,463,2988.21,3000.82,271.42,0.26,1.77,1.96,5574.19,0.3,0,0.01,1382.34,0.71,1108,524,2,8,144,0.13,31,2,19,53,12,4,0,56,2195.03,2195.03,1153.04,6327,1058601.85,2085239,3143840.85,1604.04,2581.89,453.66,997,172,940,153078.26,904
SevenWolf,11729,4.25,12.73,62763.42,55,7,0.36,17,30.9,48,2079.32,2059.69,381.97,0.98,2.67,3.71,3115.34,0,0.02,0.02,1141.15,0.31,204,6,1,1,54,0.26,4,1,30,84,13,2,0,20,2002.52,2002.52,1278.34,4507,89077.66,82265.82,171343.46,1898.15,1824.04,304.65,147,0,171,21008.36,0,3.04,6.86,101265.75,102,7,0.13,28,27.5,95,2193.72,2217.39,344.97,0.45,1.59,2.83,2665.95,0.2,0.02,0.06,992.8,0.27,289,27,2,6,46,0.16,5,2,13,34,13,3,0,26,2188.87,2188.87,1162.78,2866,136353.7,135573.18,271926.78,1740.19,1735.26,244.47,162,20,233,35186.76,181,2.7,18.56,859394.78,625,116,0.33,453,72.5,509,3007.67,3020.67,310.69,0.32,2.26,2.2,5496.64,0.26,0.04,0.04,1375.03,0.72,1376,486,7,23,203,0.15,64,27,64,64,11,5,0,47,2192.18,2192.18,1249.38,6256,1162386.43,2273010.51,3435396.93,1813.49,2815.27,627.89,1415,164,1663,194178.57,1195
FZTEAMLDS,196013,2.54,8.89,43124.07,45,4,0.5,8,17.8,41,2146.49,2140,260.27,0.78,1.18,2.31,3937.17,0,0.04,0.02,958.31,0.18,104,5,1,1,35,0.34,0,2,0,0,12,2,0,15,1964.54,1964.54,958.31,1764,60896.2,116276.6,177172.8,1353.25,2583.93,823.47,53,0,92,11712.06,0,2.67,6.98,257386.84,258,18,0.62,71,27.5,240,2235.69,2256.85,304.07,0.48,2.64,2.48,3564.44,0.21,0.01,0.03,997.62,0.28,641,136,2,7,124,0.19,17,3,38,40,14,4,0,32,1989.26,1989.26,1220.05,2944,410543.57,509082.65,919626.22,1599.94,1782.08,356.56,682,54,539,78451.19,333,2.18,10.72,617524.23,597,64,0.08,271,45.4,533,2944.33,2968.08,263.93,0.31,2.47,1.95,4094.55,0.22,0.01,0.03,1034.38,0.45,1163,304,3,16,186,0.16,39,4,54,212,20,7,0,47,2153.04,2153.04,890.7,4530,937349.13,1507097.71,2444447.65,1157.73,2703.27,398.14,1477,129,1031,157568.56,1020
1125,29218,5.17,33.33,11733.19,9,3,0.75,4,44.4,6,1678.51,1707.21,348.39,0.89,1.89,3.44,5745.61,0,0,0,1303.69,0.44,31,3,0,0,8,0.26,0,0,1,1,7,2,0,6,1868.57,1868.57,1303.69,1395,17467.97,34242.47,51710.45,1940.89,3804.72,250.69,17,0,32,3135.53,0,2.83,28.57,65897.49,42,12,0.4,30,71.4,30,2385.97,2386.12,279.35,0.45,2.12,2.02,7082.26,0.26,0.05,0,1568.99,0.71,85,24,0,0,19,0.22,0,2,6,16,6,2,0,16,2265.82,2265.82,1568.99,2003,97572.38,199882.6,297455,2323.15,4759.11,344,89,11,154,11732.64,48,1.74,16.6,671180.06,470,78,0.06,342,72.8,392,2961.81,2970.16,218.56,0.17,1.94,1.45,6481.81,0.24,0.03,0.02,1428.04,0.73,681,349,1,10,78,0.11,21,12,19,19,10,4,0,50,2189.88,2189.88,917.04,5581,926931.94,2119519.32,3046452.16,1146.27,2255.79,414.48,910,113,1330,102721.13,623
BombBurst,8040,3.58,14.29,18488.62,14,2,0.17,6,42.9,12,1825.93,1755.2,337.68,0.79,1,3.07,3194.48,0,0,0,1320.62,0.43,43,0,0,0,11,0.26,0,0,7,7,7,2,0,11,1937.58,1937.58,1117.64,2484,25146.81,19575.93,44722.74,1481.69,978.8,259.88,14,0,44,4727.51,0,2.7,7.32,100979.92,82,6,0.1,32,39,76,2156.02,2156.18,316.46,0.33,2.3,2.5,3181.35,0.16,0,0.02,1231.46,0.39,205,38,1,2,27,0.13,7,0,6,6,9,2,0,26,2065.33,2065.33,1206.63,2836,137253.91,123616.93,260870.93,1328.51,1715.96,375.12,189,13,209,25949.32,112,2.44,23,935394.11,626,144,0.52,499,79.7,482,2949.19,2948.91,287.07,0.24,2.38,1.88,4940.21,0.25,0,0.01,1494.24,0.8,1175,642,1,9,148,0.13,67,3,20,150,12,4,0,40,2185.97,2185.97,1558.28,3720,1216860.98,1875714.13,3092574.11,2065.64,2768.54,488.59,1493,158,1844,179706.08,978
SILPHTV,43458,4.52,17.33,331173.26,277,48,0.25,109,39.4,229,2928.09,2940.46,419.71,1.02,1.6,3.74,6059.62,0,0.09,0.01,1195.57,0.39,1035,68,2,2,283,0.27,21,26,52,372,18,4,0,39,2178.51,2178.51,964.91,4841,374698.62,1303816.39,1678515.27,1164.78,4095.67,441.08,443,0,853,116260.4,0,3.88,14.84,134397.22,128,19,0.22,43,33.6,109,2477.54,2509.35,407.86,0.79,2.38,3.3,4365.82,0.31,0.03,0.02,1049.98,0.34,423,102,2,3,101,0.24,12,4,11,43,14,3,0,18,2091.55,2091.55,624.38,3036,173180.25,385644.9,558825.15,812.65,1518.29,590.55,304,40,355,52205.91,241,2.88,13.2,253535.98,250,33,0.22,105,42,217,2827.89,2855.77,331.24,0.53,2.16,2.5,4604.71,0.22,0.02,0.04,1014.14,0.42,624,187,2,10,132,0.21,16,6,40,184,17,5,0,29,2153.4,2153.4,1302.44,4496,349731.28,801446.62,1151177.71,1721.97,4114.51,621.59,540,55,530,82809.09,573
SexyPIG,7513,5.16,23.77,397022.2,265,63,0.41,153,57.7,202,2956.5,2950.39,460.02,0.91,1.75,3.94,5907.92,0,0.06,0,1498.2,0.58,1043,65,0,0,240,0.23,30,17,11,59,14,3,0,33,2203.62,2203.62,1498.2,2460,438117.1,1127482,1565599,1653.27,4254.65,453.45,463,0,972,121904.2,0,5.07,22.12,143585.2,113,25,0.46,54,47.8,88,2509.26,2544.26,501.43,0.78,2.88,3.95,5738.1,0.34,0.04,0.02,1270.67,0.48,446,110,2,2,88,0.2,19,5,15,47,14,4,0,23,1984.99,1984.99,1270.67,2067,187134.1,461271.4,648405.4,1656.05,4082.05,376.59,326,38,375,56661.23,253,3.36,22.28,225528.1,184,41,0.43,96,52.2,143,2885.4,2905.59,374.22,0.49,3.16,2.61,5561.26,0.4,0.01,0.02,1225.7,0.52,481,203,1,3,91,0.19,14,2,24,165,16,5,0,28,2154.3,2154.3,1225.7,2384,295314.8,727957.3,1023272,1604.97,3956.29,476.38,582,73,478,68856.36,435
TOP_94,9142,2.12,5.19,87514.41,77,4,0.19,21,27.3,73,2512.27,2491.31,232.01,0.45,0.94,2.01,3119.74,0,0.03,0,1136.55,0.27,155,10,0,0,35,0.23,2,2,10,10,9,2,0,28,1958.89,1958.89,1136.55,2073,115915.3,124305,240220.3,1505.39,1614.35,514.2,72,0,143,17864.41,0,3.13,15.09,204864.65,159,24,0.65,79,49.7,135,2550.94,2553.64,307.02,0.46,1.47,2.66,4677.56,0.19,0.01,0.01,1288.46,0.5,423,110,1,2,73,0.17,6,1,20,20,13,4,0,26,2177.93,2177.93,1552.52,3232,302037.34,441694.09,743731.53,2165.53,3156.26,402.44,234,30,390,48816.2,228,2.39,21.61,722418.3,509,110,0.29,383,75.2,399,2953.92,2955.92,236.21,0.29,1.52,1.87,5458.25,0.32,0.03,0.02,1419.29,0.75,954,380,3,9,150,0.16,33,14,6,93,11,4,0,37,2187.95,2187.95,1419.29,2463,1044377,1733874,2778250,2051.82,3406.43,551.16,774,165,986,120229.3,764
zeggi,6180,2.39,5.77,53548.14,52,3,0.25,12,23.1,49,2348.9,2339.22,254.07,0.4,1.9,2.25,4375.19,0,0.08,0,1029.77,0.23,117,3,0,0,21,0.18,0,4,2,2,8,2,0,9,1989.69,1989.69,1029.77,1932,81850.3,145659.3,227509.7,1574.04,2801.14,368.18,99,0,136,13211.58,0,2,25,5775.07,4,1,0.33,3,75,3,1437.1,1425.96,296.81,0.75,1,1.5,7614.68,0,0,0,1443.77,0.75,6,4,0,0,3,0.5,1,0,0,0,6,2,0,2,1854.64,1854.64,1443.77,1206,7302.67,23156.07,30458.74,1825.67,5789.02,310.29,4,0,14,1187.24,5,1.82,17.98,940833.1,673,121,0.25,477,70.9,552,2936.66,2946.98,227.71,0.22,2.42,1.5,6879.96,0.24,0.05,0.03,1397.97,0.71,1007,418,4,17,147,0.15,51,32,3,3,9,4,0,43,2201.7,2201.7,1397.97,2454,1280425,3349789,4630213,1902.56,4977.4,568.95,1628,164,2146,153249.3,958
baoli6666666,212886,2,5.36,47966.09,56,3,0.38,8,14.3,53,2083.4,2087.89,218.11,0.45,1.57,1.89,2451.11,0,0.11,0.02,856.54,0.14,106,6,1,1,25,0.24,1,6,10,10,10,3,0,12,1937.81,1937.81,856.54,1695,67438.59,69823.86,137262.4,1204.26,1246.86,277.18,88,0,76,12214.28,0,1.75,3.73,123041.68,134,5,0.09,28,20.9,129,1812.65,1999.95,222.52,0.28,1.8,1.69,2490.57,0.18,0.01,0.01,918.22,0.21,226,41,1,1,38,0.17,0,1,12,12,11,2,0,17,2157.98,2157.98,1340,2535,143605.17,190131.1,333736.38,1262.18,714.78,336.77,241,24,179,29817.12,149,1.94,13.32,1203269.26,946,126,0.1,546,57.7,820,2922.48,2945.17,229.97,0.26,2.46,1.68,4286.69,0.35,0.01,0.01,1271.95,0.58,1594,636,4,11,242,0.15,31,8,38,38,10,4,0,61,2192.47,2192.47,1023.25,5993,1762202.18,2293005.55,4055207.72,1509.09,1695.75,518.17,2325,332,1889,217549.35,1353
Toadoo1,51329,2.3,9.09,25094.18,22,2,0.33,6,27.3,20,1748.67,1741.86,241.88,0.23,1.27,2.09,4568.36,0,0,0.05,1140.64,0.27,46,2,1,1,5,0.11,1,0,2,2,9,2,0,12,2062.58,2062.58,1140.64,1451,28955.14,71548.86,100504,1316.14,3252.22,240.75,28,0,30,5321.45,0,2.14,22.22,10593.34,9,2,0.5,4,44.4,7,1551.88,1556.57,262.49,0.44,1.67,1.67,3786.6,0.11,0,0,1177.04,0.44,15,4,0,0,4,0.27,0,0,2,2,5,2,0,3,2029.77,2029.77,1177.04,1307,14261.89,19817.53,34079.42,1584.66,2201.95,278.47,15,1,14,2362.38,11,1.82,19.06,803731.3,577,110,0.27,411,71.2,467,2979.39,2977.45,221.51,0.27,2.97,1.47,6239.35,0.23,0.01,0.01,1392.95,0.71,851,356,0,6,155,0.18,28,4,24,24,9,3,0,44,2188.1,2188.1,1392.95,2493,1033153,2566954,3600107,1790.56,4448.79,443.3,1714,134,948,127812.5,786
ESPOIR,5118,3.45,15.38,17399.92,13,2,0.31,6,46.2,11,1545.78,1526.55,341.3,0.31,2.23,2.92,5306.28,0,0.08,0,1338.46,0.46,38,4,0,0,4,0.11,1,1,11,11,6,2,0,9,1945.14,1945.14,1537.86,4465,25199.94,43781.74,68981.67,2316.86,4084.91,258.24,29,0,38,4436.86,0,1.92,8.57,87271.15,70,6,0.1,32,45.7,64,2283.58,2306.03,224.31,0.34,1.87,1.76,5177.85,0.16,0.01,0.03,1246.73,0.46,123,30,1,2,24,0.2,2,1,16,25,9,2,0,11,2060.12,2060.12,1444.13,2942,120095.62,242353.73,362449.35,1855.23,4050.12,338.71,131,11,115,15701.6,75,2.27,23.89,272500.26,180,43,0.15,144,80,137,2942.58,2944.23,237.94,0.29,2.24,1.73,6226.76,0.28,0.01,0,1513.89,0.8,311,162,0,0,53,0.17,15,1,13,51,8,4,0,23,1988.51,1988.51,1399.76,3484,416422.48,704395.52,1120817.6,1916.63,5121.43,474.21,404,51,369,42829.13,257
SuPoo,108625,2.79,7.69,28584.16,26,2,0.25,8,30.8,24,2030.6,2034.3,280.21,0.46,1.35,2.58,2366.69,0,0,0,1099.39,0.31,67,2,0,0,12,0.18,0,0,3,6,8,2,0,16,1996.08,1996.08,1099.39,1661,33483.94,28049.88,61533.83,1287.84,1078.84,246.1,35,0,45,7285.47,0,2.01,10.62,346865.11,320,34,0.1,117,36.6,286,2245.07,2283.86,223.6,0.32,1.35,1.8,3169.04,0.24,0.02,0.02,1083.95,0.37,575,171,2,5,102,0.18,11,5,0,35,9,3,0,38,2180.14,2180.14,691.69,3857,452256.99,561835.64,1014093.23,818.47,1505.95,340.17,431,78,616,71553.19,310,1.92,16.29,552287.69,442,72,0.23,271,61.3,370,2946.95,2954.83,226.67,0.21,1.52,1.6,5040.18,0.27,0.01,0.01,1249.52,0.61,709,302,1,6,94,0.13,27,5,12,12,10,4,0,42,2190.53,2190.53,993.71,5759,754142.36,1473617.36,2227760.32,1169.1,3039.56,493.66,670,121,900,100189.89,588
TwitchTV_SADO,85012,2.99,16.24,389582.9,271,44,0.32,136,50.2,227,2810.46,2864.82,292.18,0.71,2.67,2.5,5500.3,0,0.07,0,1437.58,0.5,678,48,0,0,192,0.28,10,19,7,7,9,3,0,27,2189.58,2189.58,1437.58,2338,562883.3,927698.5,1490582,2077.06,3423.24,311.1,724,0,1104,79180.49,0,3.4,36.71,113552.2,79,29,0.58,50,63.3,50,2585.6,2603.93,271.93,0.46,3.28,2.15,6680.92,0.23,0.01,0,1437.37,0.63,170,66,0,0,36,0.21,3,1,5,39,8,2,0,11,2032.44,2032.44,1437.37,2173,164745,363048,527793,2085.38,4595.54,412.6,259,18,282,21482.18,88,3.2,32.72,242631.5,162,53,0.41,129,79.6,109,2993.89,3002.31,312.32,0.48,3.21,2.15,7192.17,0.31,0.02,0.01,1497.73,0.8,349,146,0,1,77,0.22,10,4,28,188,8,4,0,16,2110.62,2110.62,1497.72,2505,341336.6,823794.4,1165131,2107.02,5085.15,460.87,520,51,510,50595.89,304
cn_NEO,6603,4.03,11.43,35418.8,35,4,0.44,9,25.7,31,2329.02,2342.47,384.65,0.6,1.8,3.57,3465.03,0,0.17,0.03,1011.97,0.26,125,8,1,1,21,0.17,1,6,0,31,13,6,0,10,1949.52,1949.52,1011.97,1916,59629.5,61646.5,121276,1703.7,1761.33,239.78,63,0,61,13462.66,0,4.17,36.84,27784.41,19,7,0.58,12,63.2,12,1957.84,1946.19,354.44,0.26,2.11,2.63,5544.82,0.11,0,0,1462.34,0.63,50,9,0,0,5,0.1,2,0,13,13,8,2,0,6,1981.94,1981.94,1462.34,1642,39553.45,65798.07,105351.5,2081.76,3463.06,283.8,40,2,40,6734.44,28,2.2,21.17,933143.06,647,137,0.14,498,77,510,2945.69,2957.62,241.77,0.27,2.19,1.73,6194.79,0.34,0.03,0.01,1442.26,0.77,1121,557,3,7,175,0.16,43,19,19,19,14,4,0,46,2185.6,2185.6,1012.97,3463,1170871.67,2837155,4008026.67,1236.57,2195.94,385.89,1415,220,1455,156426,944
